timestamp,product_name,expiry_date,quantity,unit_price,channel,payment_method,discount,final price
Sat Apr 15 00:00:00 EET 2023,Soup - Campbells Chili,Tue Jun 13 00:00:00 EET 2023,3,167.22,Store, Cash, 0.5, 166.72
Sun Apr 02 00:00:00 EET 2023,Table Cloth 91x91 Colour,Thu May 11 00:00:00 EET 2023,1,132.54,App, Visa, 6.626999999999999, 125.913
Mon May 01 00:00:00 EET 2023,Apron,Mon Jul 17 00:00:00 EET 2023,6,139.54,Store, Cash, 3.9885, 135.5515
Mon Apr 17 00:00:00 EET 2023,Chocolate - Mi - Amere Semi,Tue Jul 04 00:00:00 EET 2023,6,227.37,App, Visa, 17.05275, 210.31725
Wed Apr 05 00:00:00 EET 2023,Tomatoes - Plum Canned,Wed May 31 00:00:00 EET 2023,10,68.25,Store, Cash, 2.8887500000000004, 65.36125
Fri Apr 14 00:00:00 EET 2023,Oysters - Smoked,Sat Jul 08 00:00:00 EET 2023,15,66.86,App, Visa, 8.3575, 58.5025
Wed Apr 19 00:00:00 EET 2023,Pork - Chop Frenched,Sun May 07 00:00:00 EET 2023,2,154.51,Store, Cash, 9.7706, 144.7394
Wed May 10 00:00:00 EET 2023,Pastry - Baked Cinnamon Stick,Tue May 16 00:00:00 EET 2023,12,64.08,App, Visa, 12.4956, 51.5844
Mon Apr 03 00:00:00 EET 2023,Bread Foccacia Whole,Tue Apr 18 00:00:00 EET 2023,1,198.9,App, Visa, 19.89, 179.01
Fri Apr 07 00:00:00 EET 2023,Tuna - Loin,Fri Jun 16 00:00:00 EET 2023,7,26.01,App, Visa, 1.9507500000000002, 24.059250000000002
Sun Apr 02 00:00:00 EET 2023,Corn Syrup,Thu Apr 27 00:00:00 EET 2023,8,124.55,App, Visa, 9.34125, 115.20875
Fri May 05 00:00:00 EET 2023,Wine - Bouchard La Vignee Pinot,Sat May 06 00:00:00 EET 2023,5,202.72,App, Visa, 34.4624, 168.2576
Thu Apr 20 00:00:00 EET 2023,Lamb - Pieces Diced,Mon Jun 12 00:00:00 EET 2023,5,85.41,Store, Cash, 0.5, 84.91
Sat Apr 08 00:00:00 EET 2023,Cocoa Butter,Mon Apr 10 00:00:00 EET 2023,3,149.72,App, Visa, 24.7038, 125.0162
Thu Mar 30 00:00:00 EET 2023,Juice - Apple 284ml,Fri May 12 00:00:00 EET 2023,2,24.63,Store, Cash, 0.5, 24.13
Mon Apr 03 00:00:00 EET 2023,Tomato - Plum With Basil,Sun Jun 25 00:00:00 EET 2023,3,71.15,Store, Cash, 0.5, 70.65
Tue Apr 18 00:00:00 EET 2023,Wine - Magnotta White,Mon Jun 12 00:00:00 EET 2023,4,136.58,Store, Cash, 3.9145000000000003, 132.6655
Sat Apr 01 00:00:00 EET 2023,Veal - Knuckle,Wed May 10 00:00:00 EET 2023,10,186.71,Store, Cash, 7.0348500000000005, 179.67515
Wed Apr 12 00:00:00 EET 2023,Sugar - Brown,Fri Apr 28 00:00:00 EET 2023,13,218.79,App, Visa, 31.72455, 187.06545
Mon Apr 03 00:00:00 EET 2023,Mix - Cocktail Ice Cream,Mon May 29 00:00:00 EET 2023,15,94.51,Store, Cash, 5.2255, 89.28450000000001
Tue Apr 11 00:00:00 EET 2023,Bread Base - Gold Formel,Mon Apr 17 00:00:00 EET 2023,6,83.09,App, Visa, 14.125300000000001, 68.96470000000001
Tue Apr 25 00:00:00 EET 2023,Salmon - Whole 4 - 6 Pounds,Fri Jun 09 00:00:00 EET 2023,9,188.02,Store, Cash, 5.200500000000001, 182.8195
Thu Apr 27 00:00:00 EET 2023,Lettuce - Radicchio,Mon Jun 26 00:00:00 EET 2023,12,227.89,Store, Cash, 8.47615, 219.41385
Tue Mar 21 00:00:00 EET 2023,Wood Chips - Regular,Tue Jun 06 00:00:00 EET 2023,17,191.65,App, Visa, 28.747500000000002, 162.9025
Tue Apr 04 00:00:00 EET 2023,Pails With Lids,Thu Jun 01 00:00:00 EET 2023,1,88.1,App, Visa, 4.405, 83.695
Sat Apr 29 00:00:00 EET 2023,Strawberries,Sun May 28 00:00:00 EET 2023,2,148.88,App, Visa, 7.444, 141.436
Mon May 01 00:00:00 EET 2023,Bread - Pita,Wed May 10 00:00:00 EET 2023,2,130.58,Store, Cash, 14.210900000000002, 116.3691
Wed Apr 12 00:00:00 EET 2023,Hand Towel,Mon May 01 00:00:00 EET 2023,12,219.89,Store, Cash, 19.7901, 200.0999
Wed Apr 12 00:00:00 EET 2023,Ice Cream - Chocolate,Tue May 30 00:00:00 EET 2023,6,175.97,App, Visa, 13.197750000000001, 162.77224999999999
Sun Apr 16 00:00:00 EET 2023,Lid - 16 Oz And 32 Oz,Mon Apr 17 00:00:00 EET 2023,10,105.73,Store, Cash, 19.0314, 86.6986
Fri Mar 17 00:00:00 EET 2023,Mayonnaise,Wed Mar 22 00:00:00 EET 2023,12,100.57,Store, Cash, 16.0912, 84.47879999999999
Thu Apr 06 00:00:00 EET 2023,Tarts Assorted,Mon Jun 26 00:00:00 EET 2023,3,172.63,Store, Visa, 4.81575, 167.81425
Thu May 04 00:00:00 EET 2023,Butter - Salted,Tue Jun 13 00:00:00 EET 2023,14,105.08,Store, Cash, 4.1778, 100.9022
Mon Mar 27 00:00:00 EET 2023,Amaretto,Sun May 28 00:00:00 EET 2023,13,6.89,Store, Cash, 0.74115, 6.1488499999999995
Mon Apr 03 00:00:00 EET 2023,Bread - White Mini Epi,Wed Jun 21 00:00:00 EET 2023,17,21.35,Store, Cash, 1.5675000000000001, 19.782500000000002
Wed Apr 12 00:00:00 EET 2023,Lamb - Bones,Tue Jun 13 00:00:00 EET 2023,16,111.07,App, Visa, 16.6605, 94.4095
Wed Apr 26 00:00:00 EET 2023,Bagelers - Cinn / Brown Sugar,Fri Jun 23 00:00:00 EET 2023,12,210.78,Store, Cash, 7.877300000000001, 202.9027
Thu May 04 00:00:00 EET 2023,Soup - Campbells Beef Barley,Sun May 28 00:00:00 EET 2023,17,206.53,Store, Visa, 16.5224, 190.0076
Fri Mar 24 00:00:00 EET 2023,Pasta - Fettuccine Egg Fresh,Fri Jun 02 00:00:00 EET 2023,6,166.99,Store, Cash, 4.67475, 162.31525000000002
Wed May 03 00:00:00 EET 2023,Nut - Almond Blanched Whole,Fri Jul 14 00:00:00 EET 2023,9,53.84,Store, Cash, 1.846, 51.994
Fri Mar 17 00:00:00 EET 2023,Wine - White Schroder And Schyl,Thu Mar 23 00:00:00 EET 2023,13,165.67,Store, Cash, 25.678849999999997, 139.99115
Tue May 02 00:00:00 EET 2023,Soup - Knorr Chicken Gumbo,Thu May 11 00:00:00 EET 2023,3,236.76,Store, Cash, 25.3598, 211.40019999999998
Wed Apr 26 00:00:00 EET 2023,Wine - Red Colio Cabernet,Thu Apr 27 00:00:00 EET 2023,14,150.82,Store, Visa, 27.1476, 123.6724
Tue May 02 00:00:00 EET 2023,Thyme - Lemon Fresh,Mon May 29 00:00:00 EET 2023,14,88.35,Store, Cash, 4.4174999999999995, 83.93249999999999
Mon Mar 13 00:00:00 EET 2023,Honey - Lavender,Thu Apr 13 00:00:00 EET 2023,1,11.79,App, Visa, 0.5894999999999999, 11.2005
Fri May 05 00:00:00 EET 2023,Cake - Bande Of Fruit,Wed May 10 00:00:00 EET 2023,11,43.91,App, Visa, 8.782, 35.128
Sat Apr 08 00:00:00 EET 2023,Veal - Insides Provini,Wed Apr 26 00:00:00 EET 2023,11,40.81,App, Visa, 5.509350000000001, 35.300650000000005
Mon Mar 20 00:00:00 EET 2023,Cheese - Taleggio D.o.p.,Sat Mar 25 00:00:00 EET 2023,10,194.85,Store, Visa, 34.098749999999995, 160.75125
Thu Apr 20 00:00:00 EET 2023,Table Cloth 54x54 Colour,Mon Jul 03 00:00:00 EET 2023,15,186.31,Store, Cash, 9.8155, 176.49450000000002
Sat Mar 18 00:00:00 EET 2023,Nut - Walnut Chopped,Wed May 03 00:00:00 EET 2023,14,180.3,App, Visa, 19.833000000000002, 160.467
Wed Apr 26 00:00:00 EET 2023,Turkey - Whole Fresh,Sat Jun 17 00:00:00 EET 2023,17,138.43,Store, Cash, 7.421500000000001, 131.0085
Wed Apr 12 00:00:00 EET 2023,Ocean Spray - Ruby Red,Sun Jul 02 00:00:00 EET 2023,5,148.87,Store, Cash, 0.5, 148.37
Mon Apr 24 00:00:00 EET 2023,Nantucket - Orange Mango Cktl,Mon Jun 05 00:00:00 EET 2023,6,161.12,Store, Cash, 4.5280000000000005, 156.592
Wed Apr 12 00:00:00 EET 2023,Flower - Carnations,Sun May 21 00:00:00 EET 2023,6,229.61,Store, Cash, 6.2402500000000005, 223.36975
Sat Apr 29 00:00:00 EET 2023,Tequila - Sauza Silver,Fri Jun 30 00:00:00 EET 2023,3,24.27,Store, Cash, 0.5, 23.77
Mon Apr 17 00:00:00 EET 2023,Soup - Base Broth Beef,Sun May 21 00:00:00 EET 2023,14,55.81,Store, Visa, 3.3486000000000002, 52.461400000000005
Thu May 04 00:00:00 EET 2023,Mikes Hard Lemonade,Wed May 24 00:00:00 EET 2023,5,62.32,Store, Cash, 3.616, 58.704
Fri Mar 31 00:00:00 EET 2023,Pasta - Lasagna Dry,Thu Jun 01 00:00:00 EET 2023,12,8.24,Store, Visa, 0.7884, 7.4516
Thu Apr 06 00:00:00 EET 2023,Ginsing - Fresh,Mon Jun 19 00:00:00 EET 2023,9,92.93,Store, Visa, 4.6465000000000005, 88.2835
Wed May 03 00:00:00 EET 2023,Capon - Breast Wing On,Thu Jul 27 00:00:00 EET 2023,9,171.96,App, Visa, 12.897000000000002, 159.06300000000002
Sun May 07 00:00:00 EET 2023,Chocolate - Semi Sweet Calets,Sun Jul 30 00:00:00 EET 2023,15,197.52,Store, Cash, 10.376000000000001, 187.144
Mon Mar 20 00:00:00 EET 2023,Tray - 16in Rnd Blk,Fri Jun 16 00:00:00 EET 2023,12,7.88,App, Visa, 0.8668, 7.013199999999999
Mon May 08 00:00:00 EET 2023,Coffee - Frthy Coffee Crisp,Wed May 31 00:00:00 EET 2023,16,22.75,App, Visa, 3.4124999999999996, 19.3375
Thu May 04 00:00:00 EET 2023,Schnappes Peppermint - Walker,Sat May 20 00:00:00 EET 2023,6,19.59,App, Visa, 2.3508, 17.2392
Mon Mar 20 00:00:00 EET 2023,Wine - White Lindemans Bin 95,Wed Apr 19 00:00:00 EET 2023,9,182.21,Store, Cash, 9.1105, 173.0995
Mon May 08 00:00:00 EET 2023,Coffee Cup 12oz 5342cd,Sat Jul 15 00:00:00 EET 2023,10,130.1,App, Visa, 11.0585, 119.0415
Tue Mar 21 00:00:00 EET 2023,Paper - Brown Paper Mini Cups,Mon Jun 05 00:00:00 EET 2023,6,5.63,Store, Cash, 0.64075, 4.98925
Sun Apr 30 00:00:00 EET 2023,Coffee - Frthy Coffee Crisp,Mon Jul 17 00:00:00 EET 2023,15,177.35,Store, Cash, 9.3675, 167.9825
Wed May 03 00:00:00 EET 2023,Tea - Orange Pekoe,Sat May 20 00:00:00 EET 2023,1,71.36,App, Visa, 6.4224, 64.9376
Tue May 02 00:00:00 EET 2023,Muffin Mix - Raisin Bran,Thu Jun 29 00:00:00 EET 2023,11,171.22,App, Visa, 18.834200000000003, 152.3858
Thu Mar 23 00:00:00 EET 2023,Jack Daniels,Wed Jun 14 00:00:00 EET 2023,17,210.22,Store, Cash, 11.011000000000001, 199.209
Sat Apr 22 00:00:00 EET 2023,Beef - Ground Medium,Wed Jul 05 00:00:00 EET 2023,14,174.09,App, Visa, 19.1499, 154.9401
Tue Apr 25 00:00:00 EET 2023,Onion Powder,Wed May 03 00:00:00 EET 2023,15,136.9,Store, Cash, 21.904000000000003, 114.99600000000001
Sun Apr 02 00:00:00 EET 2023,Tomatoes - Grape,Wed Jun 28 00:00:00 EET 2023,13,164.11,App, Visa, 18.052100000000003, 146.05790000000002
Wed Mar 22 00:00:00 EET 2023,Wine - Chenin Blanc K.w.v.,Wed Jun 07 00:00:00 EET 2023,11,184.55,App, Visa, 20.3005, 164.2495
Tue Apr 04 00:00:00 EET 2023,Quail - Eggs Fresh,Fri Apr 28 00:00:00 EET 2023,13,222.23,Store, Cash, 14.444949999999999, 207.78504999999998
Sun Apr 16 00:00:00 EET 2023,Bread - Pumpernickel,Fri May 12 00:00:00 EET 2023,11,182.41,Store, Cash, 10.03255, 172.37745
Thu Mar 16 00:00:00 EET 2023,Apples - Spartan,Tue Jun 06 00:00:00 EET 2023,6,127.75,Store, Visa, 6.3875, 121.3625
Wed Apr 05 00:00:00 EET 2023,Snails - Large Canned,Sat Jun 10 00:00:00 EET 2023,8,158.15,Store, Visa, 7.907500000000001, 150.2425
Mon Mar 13 00:00:00 EET 2023,Eggplant - Baby,Tue Apr 18 00:00:00 EET 2023,3,241.88,App, Visa, 12.094000000000001, 229.786
Thu Apr 13 00:00:00 EET 2023,Wine - Rioja Campo Viejo,Wed May 10 00:00:00 EET 2023,15,165.9,App, Visa, 20.7375, 145.1625
Thu Apr 20 00:00:00 EET 2023,Wine - Rosso Toscano Igt,Tue Apr 25 00:00:00 EET 2023,1,188.66,App, Visa, 28.299, 160.361
Thu Apr 06 00:00:00 EET 2023,Wine - Blue Nun Qualitatswein,Sat Apr 08 00:00:00 EET 2023,7,228.35,Store, Cash, 37.67775, 190.67225
Tue Apr 11 00:00:00 EET 2023,Ecolab Crystal Fusion,Fri Jul 07 00:00:00 EET 2023,5,90.56,App, Visa, 4.5280000000000005, 86.032
Mon Apr 24 00:00:00 EET 2023,Ecolab Crystal Fusion,Sun Jul 23 00:00:00 EET 2023,9,92.27,Store, Cash, 2.80675, 89.46325
Tue Mar 28 00:00:00 EET 2023,Sauce - White Mix,Tue May 02 00:00:00 EET 2023,13,194.21,App, Visa, 21.363100000000003, 172.8469
Sat Apr 15 00:00:00 EET 2023,Lobak,Sun Jun 11 00:00:00 EET 2023,15,91.02,Store, Visa, 6.8265, 84.1935
Sun Apr 09 00:00:00 EET 2023,Pasta - Shells Medium Dry,Tue Apr 11 00:00:00 EET 2023,3,212.35,App, Visa, 35.03775, 177.31225
Wed May 10 00:00:00 EET 2023,Tomatoes Tear Drop Yellow,Sat Jun 03 00:00:00 EET 2023,13,45.47,Store, Visa, 2.9555499999999997, 42.51445
Fri May 05 00:00:00 EET 2023,Melon - Honey Dew,Thu Jul 27 00:00:00 EET 2023,12,167.18,Store, Cash, 6.351300000000001, 160.8287
Thu Mar 23 00:00:00 EET 2023,Dried Cranberries,Tue Apr 25 00:00:00 EET 2023,16,166.28,Store, Visa, 12.471, 153.809
Sun Mar 26 00:00:00 EET 2023,Bagels Poppyseed,Wed May 10 00:00:00 EET 2023,8,80.83,App, Visa, 6.062250000000001, 74.76774999999999
Sun Apr 23 00:00:00 EET 2023,Mushroom - Crimini,Thu Jun 08 00:00:00 EET 2023,15,217.8,App, Visa, 27.225, 190.57500000000002
Fri Apr 28 00:00:00 EET 2023,Spice - Peppercorn Melange,Fri Jun 16 00:00:00 EET 2023,7,234.14,App, Visa, 17.560499999999998, 216.5795
Sun Mar 19 00:00:00 EET 2023,Fruit Salad Deluxe,Mon May 22 00:00:00 EET 2023,4,148.25,Store, Visa, 4.206250000000001, 144.04375
Sat Mar 25 00:00:00 EET 2023,Mountain Dew,Fri Apr 07 00:00:00 EET 2023,13,62.12,Store, Cash, 7.4544, 54.6656
Sun Mar 19 00:00:00 EET 2023,Pur Value,Wed Apr 12 00:00:00 EET 2023,4,9.19,App, Visa, 0.50545, 8.68455
Sat Mar 18 00:00:00 EET 2023,Remy Red Berry Infusion,Fri May 26 00:00:00 EET 2023,7,38.18,App, Visa, 2.8635, 35.3165
Thu Apr 27 00:00:00 EET 2023,Chestnuts - Wholecanned,Wed Jun 14 00:00:00 EET 2023,9,38.44,App, Visa, 2.883, 35.556999999999995
Mon Mar 20 00:00:00 EET 2023,Pork - Sausage Medium,Thu Apr 06 00:00:00 EET 2023,6,233.63,Store, Cash, 21.026699999999998, 212.6033
Fri Mar 17 00:00:00 EET 2023,Apple - Royal Gala,Wed May 03 00:00:00 EET 2023,10,235.0,Store, Cash, 8.725000000000001, 226.275
Mon Apr 24 00:00:00 EET 2023,Oil - Cooking Spray,Tue May 30 00:00:00 EET 2023,14,83.2,App, Visa, 9.152000000000001, 74.048
Wed Apr 26 00:00:00 EET 2023,Tuna - Bluefin,Tue May 02 00:00:00 EET 2023,5,9.57,Store, Cash, 1.6484, 7.9216
Wed Mar 22 00:00:00 EET 2023,Pepper - Green Thai,Sat Apr 22 00:00:00 EET 2023,1,64.88,Store, Cash, 0.5, 64.38
Sat May 06 00:00:00 EET 2023,Mustard - Individual Pkg,Sat Jul 29 00:00:00 EET 2023,14,161.8,Store, Cash, 6.163000000000001, 155.637
Fri May 12 00:00:00 EET 2023,Pepper - Julienne Frozen,Thu Jul 20 00:00:00 EET 2023,10,135.67,App, Visa, 11.531949999999998, 124.13804999999999
Tue Apr 25 00:00:00 EET 2023,Hummus - Spread,Wed May 03 00:00:00 EET 2023,17,135.48,Store, Cash, 21.6768, 113.80319999999999
Mon Mar 13 00:00:00 EET 2023,Absolut Citron,Thu May 25 00:00:00 EET 2023,9,62.42,Store, Visa, 3.1210000000000004, 59.299
Wed May 10 00:00:00 EET 2023,Salad Dressing,Wed May 24 00:00:00 EET 2023,6,150.28,Store, Cash, 15.779399999999999, 134.5006
Tue Mar 21 00:00:00 EET 2023,Yogurt - Assorted Pack,Sat May 06 00:00:00 EET 2023,11,64.81,App, Visa, 7.129100000000001, 57.6809
Fri Apr 21 00:00:00 EET 2023,Soap - Hand Soap,Fri May 26 00:00:00 EET 2023,6,83.29,Store, Cash, 2.58225, 80.70775
Thu May 04 00:00:00 EET 2023,Barley - Pearl,Fri Jun 30 00:00:00 EET 2023,2,123.76,App, Visa, 6.188000000000001, 117.572
Thu Apr 20 00:00:00 EET 2023,Appetizer - Sausage Rolls,Sun Jun 25 00:00:00 EET 2023,8,75.13,Store, Cash, 2.37825, 72.75175
Thu Mar 16 00:00:00 EET 2023,Lemons,Fri Mar 31 00:00:00 EET 2023,17,247.42,App, Visa, 43.2985, 204.1215
Fri Apr 28 00:00:00 EET 2023,Cake - Miini Cheesecake Cherry,Wed May 31 00:00:00 EET 2023,12,127.02,Store, Cash, 4.9457, 122.0743
Wed Apr 05 00:00:00 EET 2023,Table Cloth 72x144 White,Tue Jun 27 00:00:00 EET 2023,17,229.19,Store, Visa, 17.18925, 212.00074999999998
Fri Mar 17 00:00:00 EET 2023,Sword Pick Asst,Sat Apr 15 00:00:00 EET 2023,1,204.31,Store, Visa, 6.129300000000001, 198.1807
Sat Mar 18 00:00:00 EET 2023,Cake - Sheet Strawberry,Mon May 29 00:00:00 EET 2023,4,72.27,Store, Cash, 0.5, 71.77
Sun Mar 19 00:00:00 EET 2023,Tuna - Sushi Grade,Tue May 09 00:00:00 EET 2023,14,40.61,Store, Cash, 1.9213500000000001, 38.68865
Tue May 02 00:00:00 EET 2023,Wine - Vovray Sec Domaine Huet,Sat May 27 00:00:00 EET 2023,4,41.5,App, Visa, 2.075, 39.425
Tue Mar 21 00:00:00 EET 2023,Watercress,Fri Apr 21 00:00:00 EET 2023,14,227.82,Store, Visa, 13.6692, 214.1508
Wed Mar 29 00:00:00 EET 2023,V8 Splash Strawberry Banana,Wed Jun 07 00:00:00 EET 2023,13,42.39,Store, Cash, 1.9836500000000001, 40.40635
Sat Mar 18 00:00:00 EET 2023,Syrup - Monin - Blue Curacao,Sat May 27 00:00:00 EET 2023,10,121.04,Store, Cash, 4.736400000000001, 116.3036
Thu May 04 00:00:00 EET 2023,Sprouts - China Rose,Sat May 06 00:00:00 EET 2023,10,58.63,Store, Cash, 10.26025, 48.36975
